iso3,date,obesity_prevalence,diabetes_treatment,polluting_cooking_fuels,hypertension_treatment,mean_years_schooling,expected_years_schooling,alcohol_consumption,life_expectancy
DNK,2001,10.8309999,38.536127,0.0,21.8,12.4244,16.494999999999997,14.3368853015,76.94359999999999
DNK,2002,11.098933,39.35051,0.0,22.450000000000003,12.5102,16.153,14.280053748,77.0688
DNK,2003,11.3513271,40.202339,0.0,23.15,12.5572,16.310200000000002,14.1704748695,77.37039999999999
DNK,2004,11.5845055,41.081126,0.0,23.85,12.4478,16.4668,14.139632862,77.7554
DNK,2005,11.795144,41.9860975,0.0,24.55,12.3382,16.7264,13.907002248,78.1952
DNK,2006,11.9827285,42.919821,0.0,25.200000000000003,12.1748,16.5934,13.7614273235,78.1932
DNK,2007,12.142504,43.883641,0.0,25.75,12.5144,16.7526,13.5132302835,78.3192
DNK,2008,12.272943,44.8786035,0.0,26.200000000000003,12.7694,16.6626,13.186728933,78.6628
DNK,2009,12.374368,45.91963,0.0,26.549999999999997,12.393,16.662399999999998,12.9339287425,78.9032
DNK,2010,12.4488855,46.9932125,0.0,26.8,12.3124,16.8368,12.829573985,79.2422
DNK,2011,12.5016095,48.091902000000005,0.0,26.95,12.3292,18.0,12.5079344025,79.751
DNK,2012,12.5404125,49.199089,0.0,27.05,12.5792,18.0,12.1952005395,80.05
DNK,2013,12.5781225,50.3041195,0.0,27.05,12.6006,18.0,11.8744219235,80.2424
DNK,2014,12.6216485,51.38796,0.0,26.950000000000003,12.2292,18.0,11.9262739535,80.5962
DNK,2015,12.6757805,52.453107,0.0,26.85,12.4852,18.0,11.925721413,80.691
DNK,2016,12.7441785,53.490716,0.0,26.700000000000003,12.993799999999998,18.0,11.800007108,80.794
DNK,2017,12.8195835,54.496962,0.0,26.5,12.851400000000002,18.0,11.7481814195,81.0762
DNK,2018,12.8991925,55.4744545,0.0,26.35,12.7078,18.0,11.6208246215,80.916
DNK,2019,12.9829455,56.438386,0.0,26.200000000000003,12.7256,18.0,11.6208246215,81.36120000000001
DNK,2020,13.0741125,57.3961765,0.0,34.85,12.775,18.0,11.697845967,81.5042
DNK,2021,13.173439,58.346909,0.0,34.85,12.7946,18.0,11.3269366655,81.2454
DNK,2022,13.280774,59.290996500000006,0.0,34.85,12.7972,18.0,11.3269366655,81.732
DOM,2000,14.224112,51.5808195,19.45,39.35,5.739999999999999,10.969333333333331,13.472722389,68.97655555555555
DOM,2001,14.9174395,51.690784,18.3,40.6,5.821111111111112,11.235777777777775,13.472722389,69.24533333333333
DOM,2002,15.610733,51.755345,17.8,41.85,5.902111111111111,11.523555555555555,13.3113394005,69.57522222222222
DOM,2003,16.3015525,51.7764155,17.35,43.1,5.985666666666667,11.716666666666669,12.822769768,69.99666666666667
DOM,2004,16.9880365,51.754174,17.15,44.400000000000006,6.0696666666666665,11.912222222222224,12.432609196,70.14311111111111
DOM,2005,17.670138,51.685637,17.099999999999998,45.650000000000006,6.153222222222222,12.109666666666666,12.1243379285,70.76611111111112
DOM,2006,18.3471235,51.5639365,17.3,46.85,6.3085555555555555,12.308555555555555,12.380281554,71.13633333333333
DOM,2007,19.017651,51.401213,17.6,47.95,6.464333333333333,12.508444444444445,12.438205713,71.42222222222222
DOM,2008,19.6824195,51.2042505,17.95,48.95,6.503111111111111,12.709333333333332,12.33610167,71.70788888888889
DOM,2009,20.343637,50.985648,18.125,49.85,6.54111111111111,12.910666666666666,12.124286151500002,71.91966666666667
DOM,2010,21.002457,50.743973,18.25,50.65,6.579111111111112,13.112777777777778,11.893378883,72.14055555555555
DOM,2011,21.6591315,50.4835055,18.1,51.35,6.678111111111111,13.315444444444443,11.7969449015,72.26722222222222
DOM,2012,22.3119515,50.212498,18.0,51.9,6.784111111111112,13.518555555555556,11.7212236425,72.55911111111112
DOM,2013,22.96512,49.9272095,17.6,52.35,6.880111111111111,13.575111111111111,11.5824506025,72.7568888888889
DOM,2014,23.628358,49.6210025,17.05,52.7,7.0152222222222225,13.655444444444443,11.474059857,73.03355555555555
DOM,2015,24.305989500000003,49.293544999999995,16.5,52.900000000000006,7.089777777777778,14.368333333333332,11.414351174,73.24233333333333
DOM,2016,24.996368,48.943882,16.0,53.1,8.321666666666665,14.44188888888889,11.484544307,73.39877777777778
DOM,2017,25.6952035,48.5883935,15.25,53.2,8.280222222222221,14.608333333333333,11.52653333,73.59733333333332
DOM,2018,26.398374,48.223783,14.575,53.25,8.237777777777778,14.532666666666664,11.602995678,73.89011111111111
DOM,2019,27.1096655,47.854781,14.0,53.25,8.195,14.457,11.602995678,74.36066666666666
DOM,2020,27.83449,47.481662,13.45,34.85,8.458333333333334,14.359777777777778,11.2417550945,73.66544444444445
DOM,2021,28.573134000000003,47.1143395,12.9,34.85,8.458333333333334,13.546,11.3269366655,73.38855555555556
DOM,2022,29.323776,46.747915000000006,12.25,34.85,8.458333333333334,13.546,11.3269366655,74.96033333333334
DZA,2000,13.4775442,39.5077365,3.9,25.1,6.273571428571429,11.128142857142857,3.597013976,70.16585714285715
DZA,2001,13.91356,40.069012,3.4499999999999997,26.0,6.356571428571429,11.364857142857144,3.597013976,70.50942857142857
DZA,2002,14.3541793,40.6516835,3.0500000000000003,27.0,6.439571428571428,11.768857142857144,3.8812623235,70.91457142857142
DZA,2003,14.7949601,41.251275,2.7,28.15,6.537571428571428,12.03542857142857,4.727100887,70.97142857142858
DZA,2004,15.23432295,41.857788,2.3499999999999996,29.299999999999997,6.635,12.366,5.1799735195,71.44442857142857
DZA,2005,15.67008705,42.4669325,2.0999999999999996,30.5,6.732571428571428,12.608857142857143,5.272592155,71.74185714285714
DZA,2006,16.102155500000002,43.061724,1.9,31.75,6.960285714285715,12.69657142857143,4.8187709524999995,72.01371428571429
DZA,2007,16.537916850000002,43.642821999999995,1.7,32.85,7.03,12.87142857142857,4.32380269,72.28057142857143
DZA,2008,16.98191395,44.209528000000006,1.5,33.9,7.099571428571429,13.31057142857143,4.480702152,72.61800000000001
DZA,2009,17.434573,44.7553875,1.35,34.85,7.079714285714286,13.749714285714289,4.577958103,73.29385714285715
DZA,2010,17.895116,45.279554000000005,1.25,35.7,7.059714285714286,14.103,4.655851398,73.48128571428572
DZA,2011,18.3625185,45.774132,1.05,36.4,7.039,14.327571428571428,4.67630045,73.79471428571428
DZA,2012,18.839749,46.219805,0.95,37.05,7.017857142857143,14.41757142857143,5.010819509,73.87342857142858
DZA,2013,19.327478,46.608074,0.9,37.55,6.995857142857142,14.507857142857144,5.3431154655,74.28471428571429
DZA,2014,19.8267725,46.9304395,0.8,38.0,6.960714285714286,14.592,5.7108542025,74.79085714285715
DZA,2015,20.3406285,47.176227,0.8,38.3,6.926,14.676285714285711,5.9832660595,75.314
DZA,2016,20.8705265,47.335735,0.75,38.6,6.8914285714285715,14.760571428571428,6.164106286500001,75.437
DZA,2017,21.3880925,47.454907,0.6,38.7,6.856857142857144,14.845,6.244597045500001,75.46114285714286
DZA,2018,21.8890155,47.5817275,0.6,38.9,6.8224285714285715,14.92914285714286,6.2336808635,75.7962857142857
DZA,2019,22.3849365,47.7264255,0.55,39.0,6.788428571428571,15.013428571428571,6.2336808635,76.21571428571428
DZA,2020,22.888561,47.878532,0.6000000000000001,34.85,6.756428571428572,15.105142857142855,5.581456718,74.20157142857143
DZA,2021,23.4004045,48.032181,0.55,34.85,6.756428571428572,15.196857142857144,11.3269366655,76.119
DZA,2022,23.921272,48.1785995,0.5,34.85,6.756428571428572,15.288285714285715,11.3269366655,76.86842857142857
ECU,2000,13.46744725,37.9858775,14.9,34.150000000000006,7.269333333333333,12.765666666666666,6.3530493785,72.839
ECU,2001,13.9348337,38.322286000000005,13.8,35.3,7.326,12.944,6.3530493785,73.24
ECU,2002,14.40847,38.62866,12.8,36.55,7.382000000000001,13.122,6.2061800065,73.613
ECU,2003,14.89146135,38.899128,12.0,37.849999999999994,7.438666666666666,13.299666666666669,5.998978355,73.975
ECU,2004,15.3856965,39.128691,11.35,39.15,7.495333333333334,13.477666666666666,5.851725304,74.279
ECU,2005,15.892652000000002,39.3146395,10.75,40.45,7.552,13.656,5.775587981,74.514
ECU,2006,16.417005,39.446237499999995,10.2,41.7,7.608666666666667,13.833666666666668,5.746264859,74.689
ECU,2007,16.960973,39.5323395,9.75,42.95,7.664666666666666,14.011666666666663,5.8294495325,74.844
ECU,2008,17.526664500000003,39.581293,9.4,44.1,7.654666666666667,14.156666666666666,5.9688685595,74.983
ECU,2009,18.11364,39.6051735,8.95,45.2,7.651,14.301,6.099009140000001,75.184
ECU,2010,18.721915,39.6071985,8.7,46.2,7.740666666666667,14.445,6.2695206795,75.43
ECU,2011,19.3514115,39.5929965,8.5,47.1,7.78,14.588333333333331,6.370444524,75.743
ECU,2012,19.9969605,39.5670875,8.35,47.85,7.967666666666666,14.764333333333331,6.360953435,76.062
ECU,2013,20.652876,39.51848,8.1,48.55,8.156,14.639666666666663,6.278064805,76.369
ECU,2014,21.321102,39.4487025,7.95,49.05,8.227,14.764333333333331,6.173376022499999,76.622
ECU,2015,22.004708,39.356282,7.75,49.400000000000006,8.561666666666666,14.888666666666666,5.8785625855,76.789
ECU,2016,22.7057225,39.2413615,7.7,49.65,8.553333333333333,14.755666666666665,5.4313297435,76.763
ECU,2017,23.422914499999997,39.1039235,7.5,49.8,8.625333333333334,14.622,5.1014240065,76.972
ECU,2018,24.155356,38.9581875,7.65,50.0,8.642000000000001,14.488666666666669,5.036920146,77.094
ECU,2019,24.906103,38.810599,7.5,50.1,8.658666666666667,14.235,5.036920146,77.297
ECU,2020,25.677765,38.6693465,7.5,34.85,8.675666666666666,14.626,3.9952131805,72.153
ECU,2021,26.4697555,38.5344535,7.45,34.85,8.966666666666667,14.626,11.3269366655,73.67
ECU,2022,27.281659,38.406433,7.35,34.85,8.825666666666665,14.626,11.3269366655,77.894
EGY,2000,27.7288255,45.4768005,16.0,29.85,6.2165,10.790681818181818,1.6476171169999998,68.55168181818182
EGY,2001,28.6403665,45.994556,12.5,30.700000000000003,6.233545454545455,10.868363636363636,1.6476171169999998,68.90013636363636
EGY,2002,29.5327955,46.489066,9.45,31.75,6.2505,10.889090909090909,1.658459881,69.20290909090909
EGY,2003,30.3962555,46.953681,7.15,32.900000000000006,6.266909090909092,10.729,1.6998045385,69.08281818181818
EGY,2004,31.2330305,47.3772775,5.25,34.15,6.282681818181818,10.773818181818182,1.7396002115,69.33895454545456
EGY,2005,32.0393855,47.7448315,3.9,35.45,6.29840909090909,10.828909090909091,1.8523481825,69.54890909090909
EGY,2006,32.8195565,48.049639,2.75,36.7,6.313136363636364,10.886090909090909,2.021582139,69.55063636363637
EGY,2007,33.5862845,48.2956645,2.0,37.9,6.554409090909091,10.943363636363635,2.238724759,69.50931818181817
EGY,2008,34.349462,48.492034,1.4,39.0,6.796136363636363,11.0005,2.3177480035,69.51190909090909
EGY,2009,35.1142505,48.643924,1.0,39.95,7.073363636363637,11.078772727272728,2.365036224,69.65868181818182
EGY,2010,35.877116,48.746696,0.7,40.75,7.352363636363637,11.212363636363635,2.2634304015,69.82854545454546
EGY,2011,36.6317705,48.7900095,0.45,41.45,7.633090909090909,11.240636363636364,2.2307019510000003,70.03040909090909
EGY,2012,37.379003,48.7653155,0.35,42.05,7.915681818181818,11.626454545454546,2.131183496,70.22131818181818
EGY,2013,38.1186455,48.6602695,0.25,42.5,8.199636363636364,11.877727272727272,2.122916428,70.17372727272726
EGY,2014,38.8584585,48.470743,0.15,42.85,8.485272727272728,11.824727272727271,2.0771319725,70.52281818181818
EGY,2015,39.5976605,48.193787,0.15,43.099999999999994,8.728863636363636,11.973727272727274,1.9583857705,70.59086363636364
EGY,2016,40.333755499999995,47.8304265,0.15,43.3,8.972272727272726,12.12268181818182,1.779921988,70.9525
EGY,2017,41.0344615,47.4293145,0.1,43.3,9.215590909090908,12.253136363636363,1.651432758,71.41118181818182
EGY,2018,41.692685,47.038463,0.1,43.35,9.480454545454544,12.5235,1.607112981,71.47622727272727
EGY,2019,42.3305885,46.668448999999995,0.1,43.400000000000006,9.752772727272728,12.764545454545454,1.607112981,71.46709090909091
EGY,2020,42.964654,46.3072835,0.1,34.85,10.033090909090909,13.005636363636365,1.3947033065,71.09863636363637
EGY,2021,43.596634,45.958906,0.1,34.85,10.033090909090909,13.005636363636365,11.3269366655,70.32836363636363
EGY,2022,44.228047,45.6116035,0.1,34.85,10.033090909090909,13.005636363636365,11.3269366655,70.26636363636364
ERI,2005,1.7167357,27.4021595,91.85,13.3,4.349,7.961333333333333,6.920796471,59.9835
ERI,2006,1.82820165,27.641593,91.4,13.9,4.342,7.7475,10.1510966325,60.98716666666667
ERI,2007,1.9432526,27.867835,90.75,14.5,4.335,7.533333333333334,9.9405763635,61.486999999999995
ERI,2008,2.06159795,28.073975500000003,90.3,15.15,4.328,7.319333333333333,9.2788414445,61.93933333333333
ERI,2009,2.1837526499999997,28.2725395,89.75,15.85,4.321166666666667,7.1055,7.2306784125,62.68666666666667
ERI,2010,2.3107256,28.4614465,89.35,16.55,4.314333333333333,6.8356666666666674,7.898498474,63.141
ERI,2011,2.44425575,28.6318345,88.85,17.3,4.307333333333333,6.9543333333333335,7.774936709,63.74966666666666
ERI,2012,2.58518515,28.7829795,88.4,18.0,4.3005,7.073166666666666,7.679252127,64.18133333333333
ERI,2013,2.73531115,28.914396,88.05000000000001,18.85,4.293666666666667,7.192,7.453540829,64.40833333333333
ERI,2014,2.89644,29.0302875,87.65,19.65,4.287,7.310666666666666,7.4785584715,64.93583333333333
ERI,2015,3.0698654999999997,29.131526,87.35,20.45,4.279833333333333,6.904333333333334,7.3549131005,65.36416666666666
ERI,2016,3.2564035999999996,29.221699,87.25,21.35,4.273000000000001,6.920999999999999,7.182065438,65.61766666666666
ERI,2017,3.4571406500000004,29.3064965,87.0,22.25,4.266166666666667,6.938166666666667,6.9615203789999995,65.90283333333333
ERI,2018,3.6729959,29.3877315,86.9,23.1,4.410666666666667,6.954833333333333,6.8897175305,66.388
ERI,2019,3.904853,29.472363,86.8,24.049999999999997,4.555499999999999,6.971833333333333,6.8897175305,66.6185
ERI,2020,4.15433335,29.566896,86.8,34.85,4.699833333333333,6.988666666666667,6.09371992,66.45333333333333
ERI,2021,4.4218977,29.6723455,86.9,34.85,4.699833333333333,6.988666666666667,11.3269366655,65.86200000000001
ERI,2022,4.7091483,29.793163999999997,87.05,34.85,4.699833333333333,6.988666666666667,11.3269366655,65.92983333333333
ESP,2000,18.028613,53.292769,0.0,39.55,7.829157894736841,15.517526315789471,14.4353042315,79.29757894736842
ESP,2001,18.395564,54.2880775,0.0,40.75,8.043842105263158,15.57457894736842,14.4353042315,79.6931052631579
ESP,2002,18.721325,55.352956,0.0,41.95,8.223894736842105,15.620789473684212,14.1871385525,79.67378947368421
ESP,2003,19.0023985,56.478783500000006,0.0,43.349999999999994,8.438894736842105,15.542736842105263,13.893615145,79.69068421052631
ESP,2004,19.23301,57.6221345,0.0,44.7,8.593105263157895,15.58578947368421,14.367528067,80.20926315789472
ESP,2005,19.408363,58.745581,0.0,46.05,8.895736842105263,15.632105263157897,14.58720715,80.30247368421053
ESP,2006,19.523383,59.8093745,0.0,47.3,8.968947368421052,15.582473684210528,14.4329388655,80.80394736842106
ESP,2007,19.5733035,60.8177695,0.0,48.45,9.050157894736842,15.563578947368422,13.799457614,80.81547368421052
ESP,2008,19.5535145,61.7729755,0.0,49.45,9.123526315789476,15.52636842105263,13.1360637185,81.10221052631579
ESP,2009,19.458627,62.67570550000001,0.0,50.3,9.208789473684211,15.609947368421052,12.3462362945,81.51426315789473
ESP,2010,19.293094,63.521826,0.0,51.15,9.294894736842105,16.043894736842105,11.7800219635,81.87410526315789
ESP,2011,19.0664925,64.31365,0.0,51.8,9.419263157894738,16.384947368421052,11.2512216745,81.97631578947369
ESP,2012,18.7915445,65.052375,0.0,52.35,9.451684210526317,16.609736842105264,11.131985696,82.07052631578946
ESP,2013,18.483663999999997,65.73264,0.0,52.900000000000006,9.553,16.75457894736842,10.825455666500002,82.48884210526316
ESP,2014,18.1561305,66.35799399999999,0.0,53.3,9.65663157894737,16.904105263157895,11.5117932045,82.59673684210526
ESP,2015,17.8203205,66.92702750000001,0.0,53.6,9.855,17.00626315789474,12.3655134595,82.44752631578947
ESP,2016,17.485737,67.449838,0.0,53.85,9.94678947368421,17.034000000000002,13.479617724,82.8221052631579
ESP,2017,17.153465500000003,67.926076,0.0,54.05,10.013105263157897,17.076,13.479523015,82.77415789473685
ESP,2018,16.8253975,68.362105,0.0,54.25,10.065578947368422,17.10363157894737,13.4605764685,82.93252631578947
ESP,2019,16.5067955,68.76852199999999,0.0,54.5,10.27042105263158,17.117684210526317,13.4605764685,83.2647894736842
ESP,2020,16.2030785,69.155282,0.0,34.85,10.524157894736842,17.094,11.553220933,82.18173684210527
ESP,2021,15.914035,69.52374549999999,0.0,34.85,10.541947368421052,17.344526315789473,11.3269366655,82.69531578947368
ESP,2022,15.638728,69.87419399999999,0.0,34.85,10.512,17.344526315789473,11.3269366655,83.59152631578948
EST,2000,16.3955515,34.3875275,0.0,28.7,12.165,15.1496,14.2184861825,70.8654
EST,2001,16.8752635,35.0863025,0.0,29.700000000000003,12.3796,15.6994,14.2184861825,70.9528
EST,2002,17.3555875,35.8073385,0.0,30.7,12.6204,16.006999999999998,15.0192967475,71.40299999999999
EST,2003,17.826833,36.556217,0.0,31.700000000000003,12.7866,16.171,16.6937576065,71.68820000000001
EST,2004,18.2749995,37.327537,0.0,32.6,12.8552,16.2388,18.05598539,72.17060000000001
EST,2005,18.6927915,38.123372,0.0,33.5,12.8374,16.248399999999997,19.99180167,72.7204
EST,2006,19.078749,38.938725000000005,0.0,34.3,13.0102,16.2202,20.57130587,73.00059999999999
EST,2007,19.4286875,39.769462,0.0,35.0,13.0708,16.249000000000002,20.65982343,73.1258
EST,2008,19.735767000000003,40.614973,0.0,35.6,13.1066,16.1182,19.7243899385,73.8432
EST,2009,19.999492,41.4760645,0.0,36.1,13.096,16.0428,18.900327443,74.5528
EST,2010,20.2252045,42.347069000000005,0.0,36.55,13.188999999999998,16.3326,18.6330008515,75.1276
EST,2011,20.4187005,43.2282705,0.0,37.0,13.1656,16.3452,19.200146654500003,75.792
EST,2012,20.586295,44.1131385,0.0,37.349999999999994,13.2076,16.31,20.04849034,75.8222
EST,2013,20.73347,45.0022135,0.0,37.7,13.2764,16.1766,20.347673455,76.3812
EST,2014,20.866871,45.8902015,0.0,37.95,13.123,15.8824,20.247898505,76.489
EST,2015,20.996923,46.7708025,0.0,38.15,13.1682,15.738,19.5328378315,77.0918
EST,2016,21.123963,47.6409625,0.0,38.349999999999994,13.1976,15.5834,18.1522333575,77.23479999999999
EST,2017,21.245852,48.488082000000006,0.0,38.55,13.2418,15.4476,16.2138142325,77.38980000000001
EST,2018,21.36161,49.3145155,0.0,38.7,13.34,15.3876,14.900500137,77.55160000000001
EST,2019,21.475213,50.1175595,0.0,38.849999999999994,13.287200000000002,15.375799999999998,14.900500137,78.07759999999999
EST,2020,21.5935335,50.903934500000005,0.0,34.85,13.234800000000002,15.4096,14.1767678945,77.7538
EST,2021,21.71949,51.675016,0.0,34.85,13.234800000000002,15.5738,11.3269366655,76.564
EST,2022,21.854473499999997,52.4257925,0.0,34.85,13.234800000000002,15.5738,11.3269366655,78.56
ETH,2000,0.644217305,18.5469545,98.7,7.15,2.372454545454546,5.1445454545454545,6.333909748,50.85436363636364
ETH,2001,0.692405655,18.650663,98.5,7.449999999999999,2.440818181818182,5.509454545454545,6.333909748,51.51581818181818
ETH,2002,0.7445597399999999,18.7536745,98.25,7.800000000000001,2.5088181818181816,5.614181818181819,6.087284588999999,52.14318181818182
ETH,2003,0.800659475,18.858193,98.05,8.15,2.576818181818182,5.577818181818182,6.0770808575,53.318000000000005
ETH,2004,0.860436705,18.961537999999997,97.75,8.45,2.651727272727273,5.736909090909091,6.433666967500001,54.17327272727273
ETH,2005,0.92342759,19.064279,97.35,8.8,2.7263636363636365,6.381272727272727,7.2965831905,55.09972727272727
ETH,2006,0.989537225,19.164002,97.0,9.2,2.8138181818181818,6.986909090909092,7.6576063395,56.12990909090909
ETH,2007,1.058445295,19.262207,96.5,9.55,2.9019090909090908,7.597545454545454,7.9841012185,57.29481818181818
ETH,2008,1.13012195,19.356446,96.0,9.95,2.931363636363636,8.212909090909092,7.915133941000001,58.34336363636364
ETH,2009,1.20456473,19.455841,95.4,10.35,2.9623636363636363,8.303272727272727,8.1949224465,59.434999999999995
ETH,2010,1.282332565,19.561693499999997,94.8,10.8,2.9944545454545453,8.44709090909091,8.547392540499999,60.23500000000001
ETH,2011,1.364488965,19.6692005,94.0,11.25,3.027727272727273,8.689636363636364,9.133434686,61.09854545454546
ETH,2012,1.452013685,19.7780935,93.1,11.75,3.0656363636363637,8.775727272727273,9.7437630245,61.81872727272727
ETH,2013,1.545650965,19.8891195,92.2,12.2,3.104727272727273,8.992727272727272,10.384820122,62.547
ETH,2014,1.646440515,19.998514,91.5,12.7,3.145,9.214545454545457,11.0297355595,62.977
ETH,2015,1.75472997,20.11043,90.75,13.25,3.186090909090909,9.441545454545455,11.955455857,63.619727272727275
ETH,2016,1.87107038,20.2262455,90.15,13.8,3.228272727272727,9.673727272727271,12.8531550805,64.26190909090909
ETH,2017,1.996781505,20.346563,89.525,14.4,3.2074545454545453,9.898818181818182,13.946012179,64.7069090909091
ETH,2018,2.132171665,20.4744585,89.15,14.95,3.186363636363636,10.129090909090907,14.8673521905,65.27990909090909
ETH,2019,2.277343845,20.6149585,88.9,15.6,3.1653636363636366,10.364727272727272,14.8673521905,65.7049090909091
ETH,2020,2.433403555,20.7678875,88.45,34.85,3.180545454545454,10.60609090909091,13.851906504,65.23890909090909
ETH,2021,2.601234275,20.939727,88.25,34.85,3.180545454545454,10.60609090909091,11.3269366655,64.84354545454545
ETH,2022,2.78189745,21.127366,88.2,34.85,3.180545454545454,10.60609090909091,11.3269366655,65.51227272727273
FIN,2000,16.104301,55.218789,0.0,36.599999999999994,11.4532,17.3122,12.478316845,78.1548
FIN,2001,16.439153,56.205684,0.0,38.1,11.7336,17.4906,12.478316845,78.696
FIN,2002,16.766607999999998,57.184653999999995,0.0,39.55,11.9262,17.5454,12.620988528,78.97479999999999
FIN,2003,17.0840685,58.161396,0.0,41.0,12.1732,17.6342,12.9507600375,78.894
FIN,2004,17.389561,59.1319475,0.0,42.5,12.1196,16.7556,13.191965494,79.0204
FIN,2005,17.6807865,60.097876,0.0,43.9,12.024,16.8298,13.4713655335,79.1502
FIN,2006,17.9572655,61.06419,0.0,45.25,12.1242,16.8152,13.640220701,79.7966
FIN,2007,18.216612,62.034899,0.0,46.45,12.1594,16.7714,13.702989124,79.9036
FIN,2008,18.4558185,63.0100935,0.0,47.45,12.2202,16.7452,13.6107728075,79.9524
FIN,2009,18.674904,64.003134,0.0,48.35,12.2428,16.5322,13.332155376,80.1722
FIN,2010,18.872671,65.00733199999999,0.0,49.099999999999994,12.2786,16.666,13.162410568,80.574
FIN,2011,19.0536235,66.0166745,0.0,49.8,12.273,16.7548,12.8951017375,80.6648
FIN,2012,19.224848,67.013079,0.0,50.3,12.368,16.7474,12.64223441,80.2788
FIN,2013,19.3990455,67.9810555,0.0,50.650000000000006,12.4304,17.8454,12.2455792425,81.1168
FIN,2014,19.5828555,68.912676,0.0,50.95,12.4462,17.8198,11.951411940500002,81.3172
FIN,2015,19.781406500000003,69.807693,0.0,51.099999999999994,12.4572,17.740199999999998,11.6939243725,81.57419999999999
FIN,2016,19.9976445,70.6584785,0.0,51.2,12.487,17.7732,11.519593231,81.1366
FIN,2017,20.221164,71.46376950000001,0.0,51.3,12.5536,17.7876,11.4295581255,81.9032
FIN,2018,20.447462,72.2209545,0.0,51.3,12.6658,17.790399999999998,11.3269366655,81.8826
FIN,2019,20.6795275,72.941536,0.0,51.349999999999994,12.7122,17.7558,11.3269366655,82.1808
FIN,2020,20.923077,73.6401855,0.0,34.85,12.8168,17.7568,11.2304568615,82.088
FIN,2021,21.179036,74.313387,0.0,34.85,12.8282,17.7886,11.3269366655,82.5212
FIN,2022,21.44644,74.95603,0.0,34.85,12.796,17.7886,11.3269366655,82.6876
FJI,2000,22.1806895,30.806297,71.7,30.75,8.1249,11.8656,7.9976332895,66.55600000000001
FJI,2001,22.590607,30.5314155,71.55,31.15,8.262899999999998,11.9106,7.9976332895,66.5861
FJI,2002,23.0187095,30.233855499999997,71.55,31.549999999999997,8.4017,11.9555,7.8423984385,65.9919
FJI,2003,23.469222,29.913968,71.65,31.950000000000003,8.540099999999999,12.0004,8.037152539500001,66.4225
FJI,2004,23.9395605,29.577585,71.075,32.35,8.6785,12.1428,8.195521901,66.6705
FJI,2005,24.4254375,29.235724,70.9,32.65,8.817,12.2278,8.5386190465,66.8793
FJI,2006,24.9217695,28.89729,70.475,33.0,8.955400000000001,12.3132,8.924710129,67.1029
FJI,2007,25.425182,28.567156,70.19999999999999,33.25,9.0938,12.3986,9.2361280945,67.0741
FJI,2008,25.935337,28.260240000000003,69.44999999999999,33.5,9.2331,12.4725,9.4033151145,67.0459
FJI,2009,26.448028,27.9837805,68.75,33.65,9.3725,12.5462,8.9109718875,67.06309999999999
FJI,2010,26.955462,27.746688,67.9,33.85,9.512,12.6197,8.847614522,67.1653
FJI,2011,27.461817000000003,27.537829,66.9,33.95,9.6512,12.6934,8.712330915999999,67.2234
FJI,2012,27.973709,27.35564,65.65,34.05,9.7907,12.7664,9.038630492,67.1162
FJI,2013,28.493761,27.1929205,64.3,34.1,9.9303,12.8396,9.062402291,66.8583
FJI,2014,29.024894000000003,27.0424085,62.8,34.150000000000006,10.0698,12.9127,9.150599459,66.6727
FJI,2015,29.569196,26.9110455,61.3,34.25,10.2092,12.9853,9.158305172,66.0137
FJI,2016,30.1274925,26.7926105,59.6,34.25,10.3488,12.9737,9.102880078,66.2726
FJI,2017,30.6971405,26.684005,58.0,34.3,10.4883,13.1307,9.4028904305,66.6818
FJI,2018,31.2743635,26.5913575,56.5,34.3,10.4269,13.2029,10.005687044,66.5695
FJI,2019,31.864151999999997,26.5164745,54.849999999999994,34.3,10.3653,13.275299999999998,10.005687044,66.51910000000001
FJI,2020,32.4690715,26.464419999999997,53.325,34.85,10.3036,13.3475,10.4413913445,66.4186
FJI,2021,33.0885395,26.4289985,51.75,34.85,10.2421,13.4192,11.3269366655,65.4976
FJI,2022,33.7213175,26.4072165,50.349999999999994,34.85,10.2421,13.4192,11.3269366655,66.6669
FRA,2000,11.8041125,50.1156255,0.0,40.25,9.325037037037037,14.458333333333334,17.044839487,78.6644074074074
FRA,2001,11.9578205,50.635137,0.0,41.3,9.52162962962963,14.375444444444444,17.044839487,78.84251851851852
FRA,2002,12.092757,51.124142500000005,0.0,42.4,9.685037037037036,14.309148148148148,16.8911743645,79.03037037037038
FRA,2003,12.205419,51.5786125,0.0,43.6,9.846703703703705,14.391962962962964,16.55582678,79.11344444444445
FRA,2004,12.2925425,51.970589,0.0,44.8,10.040222222222225,14.37888888888889,16.207429105,79.81514814814815
FRA,2005,12.3498215,52.289221,0.0,46.0,10.095703703703704,14.937814814814816,16.0617216685,79.79485185185186
FRA,2006,12.375134,52.517259,0.0,47.099999999999994,10.247037037037035,14.923925925925928,15.9816472465,80.13025925925925
FRA,2007,12.366142,52.659392,0.0,48.099999999999994,10.331111111111111,14.860111111111111,15.8487973375,80.31011111111111
FRA,2008,12.318372,52.720603,0.0,48.95,10.421,14.80725925925926,15.7201559525,80.38581481481481
FRA,2009,12.229627,52.7235775,0.0,49.8,10.389814814814814,14.782370370370373,15.504389078,80.48733333333332
FRA,2010,12.0999535,52.667295499999994,0.0,50.45,10.529444444444444,14.88737037037037,15.44385885,80.71648148148148
